epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
107,8977.95,0.48496,0.82149,0.50759,0.98191,0.5902,0.59756,0.59273,0.51419,0.56806,0.5764,0.55158,0.45801,0.62972,2.01404,1.29767,0.93761,0.00081275,0.00081275,0.00081275
108,9071.71,0.50834,0.86236,0.5142,0.99261,0.60994,0.56715,0.59302,0.52346,0.57858,0.52444,0.53612,0.45542,0.65549,2.19845,1.21315,0.97843,0.000808625,0.000808625,0.000808625
109,9163.34,0.48361,0.87278,0.50828,0.98761,0.6209,0.53768,0.59147,0.51998,0.54796,0.53921,0.53214,0.44772,0.66296,2.29032,1.22685,0.9877,0.0008045,0.0008045,0.0008045
110,9252.86,0.48325,0.84006,0.511,0.98074,0.5798,0.60166,0.58743,0.51233,0.56534,0.52674,0.52461,0.44696,0.67248,2.37073,1.22403,0.9913,0.000800375,0.000800375,0.000800375
111,9341.4,0.47718,0.7931,0.50466,0.97962,0.58997,0.58806,0.59537,0.52164,0.56535,0.56192,0.55506,0.46228,0.60301,2.34339,1.165,0.89381,0.00079625,0.00079625,0.00079625
112,9431.39,0.48093,0.82116,0.49434,0.97735,0.60447,0.58309,0.60602,0.53615,0.58398,0.55955,0.57878,0.48003,0.62504,2.19605,1.16225,0.90083,0.000792125,0.000792125,0.000792125
113,9518.84,0.47128,0.79687,0.49097,0.97961,0.59414,0.58219,0.59848,0.52229,0.56271,0.55272,0.55132,0.47624,0.67237,2.14341,1.24702,0.96365,0.000788,0.000788,0.000788
114,9601.87,0.48128,0.80257,0.49741,0.97864,0.61586,0.57404,0.60863,0.52713,0.58588,0.55864,0.54673,0.46661,0.59753,2.14399,1.13433,0.91497,0.000783875,0.000783875,0.000783875
115,9675.45,0.45224,0.74823,0.48229,0.96698,0.59908,0.5851,0.58122,0.52302,0.56916,0.55874,0.53257,0.46222,0.55303,2.31727,1.12945,0.88464,0.00077975,0.00077975,0.00077975
116,9748.92,0.47404,0.80588,0.4933,0.97977,0.57959,0.59268,0.56567,0.49704,0.55531,0.56492,0.5283,0.44407,0.65898,2.299,1.23087,0.98871,0.000775625,0.000775625,0.000775625
